,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone
2045,1894911,4092014071,Wang's Kitchen,1030-109 N Rogers Ln ,RALEIGH,27610,19197920788,2004-06-18,21746,-78.54967347,35.79198567,M,BC1ACScfHTKKbMVqct2HZg,wangs-kitchen-raleigh-7,Wang's Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/epXhk5oDKKNtyTSi2Ot4qw/o.jpg,False,https://www.yelp.com/biz/wangs-kitchen-raleigh-7?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,14,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 35.791958, 'longitude': -78.549125}",['delivery'],$,"{'address1': '1030 N Rogers Ln', 'address2': 'Ste 109', 'address3': None, 'city': 'Raleigh', 'zip_code': '27610', 'country': 'US', 'state': 'NC', 'display_address': ['1030 N Rogers Ln', 'Ste 109', 'Raleigh, NC 27610']}",19197920788,(919) 792-0788
2046,1894912,4092015933,PORT CITY JAVA VET SCHOOL,1052 WILLIAM MOORE  DR ,RALEIGH,27606,19195133226,2011-04-12,21798,-78.70038996,35.79759694,M,8SiZNpEGwd6AGTCCseQNJQ,port-city-java-raleigh-6,Port City Java,https://s3-media0.fl.yelpcdn.com/bphoto/N5NmcgjnGKXdBZ44Bya_nA/o.jpg,False,https://www.yelp.com/biz/port-city-java-raleigh-6?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 35.79738, 'longitude': -78.70438}",[],$,"{'address1': '1052 William Moore Dr', 'address2': None, 'address3': 'NCSU Vet School', 'city': 'Raleigh', 'zip_code': '27695', 'country': 'US', 'state': 'NC', 'display_address': ['1052 William Moore Dr', 'NCSU Vet School', 'Raleigh, NC 27695']}",19195133226,(919) 513-3226
2047,1894913,4092017121,Cristina's Italian Kitchen,7144 KNIGHTDALE BLVD ,KNIGHTDALE,27545,19193738922,2015-12-30,21800,-78.48874912,35.79711938,M,YjwXj_073Qsd2jash3Chmg,mikes-italian-kitchen-knightdale,Mike's Italian Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/OXEzzFTt4xHxK1PeQm-cFw/o.jpg,True,https://www.yelp.com/biz/mikes-italian-kitchen-knightdale?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,104,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 35.7980264, 'longitude': -78.4891981}","['pickup', 'delivery']",$$,"{'address1': '7142 Knightdale Blvd', 'address2': '', 'address3': '', 'city': 'Knightdale', 'zip_code': '27545', 'country': 'US', 'state': 'NC', 'display_address': ['7142 Knightdale Blvd', 'Knightdale, NC 27545']}",19193738922,(919) 373-8922
2048,1894916,4092016527,STARBUCKS TARGET #1104,2700 TIMBER DR ,GARNER,27529,19197729065,2013-10-08,21823,-78.6384816,35.71532719,M,qMgGaHEzpPPdDkPD4ZKZsA,target-garner,Target,https://s3-media0.fl.yelpcdn.com/bphoto/3Kiw2InO6lMSENOwkhSwPw/o.jpg,False,https://www.yelp.com/biz/target-garner?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,20,"[{'alias': 'deptstores', 'title': 'Department Stores'}, {'alias': 'furniture', 'title': 'Furniture Stores'}, {'alias': 'electronics', 'title': 'Electronics'}]",4.5,"{'latitude': 35.715937, 'longitude': -78.638227}",[],$$,"{'address1': '2700 Timber Dr', 'address2': '', 'address3': '', 'city': 'Garner', 'zip_code': '27529', 'country': 'US', 'state': 'NC', 'display_address': ['2700 Timber Dr', 'Garner, NC 27529']}",19197729065,(919) 772-9065
2050,1894917,4092012824,Wang's Kitchen,1601-41 CROSS LINK RD ,RALEIGH,27610-4186,19198320706,1998-10-21,21832,-78.61376,35.75438832,M,icThT3wDChrotRM3-lW9lA,wangs-kitchen-raleigh-6,Wang's Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/u7TtpNxg3imAbOQkpzbZQA/o.jpg,False,https://www.yelp.com/biz/wangs-kitchen-raleigh-6?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,4,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 35.756221, 'longitude': -78.615654}",['delivery'],,"{'address1': '1601 Cross Link Rd', 'address2': 'Ste 41', 'address3': None, 'city': 'Raleigh', 'zip_code': '27610', 'country': 'US', 'state': 'NC', 'display_address': ['1601 Cross Link Rd', 'Ste 41', 'Raleigh, NC 27610']}",19198320706,(919) 832-0706
2051,1894918,4092014354,Sheetz #371,5200 New bern AVE ,RALEIGH,27610,19192122506,2005-07-20,21869,-78.54858725,35.79321013,M,eRj9lFIjKxDuDUtZ58ipwg,sheetz-raleigh,Sheetz,https://s3-media0.fl.yelpcdn.com/bphoto/pVjc7XyXuSvA8XF1EHrQEA/o.jpg,False,https://www.yelp.com/biz/sheetz-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,12,"[{'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",3.0,"{'latitude': 35.79321, 'longitude': -78.54858}",['delivery'],$,"{'address1': '5200 New Bern Ave', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27610', 'country': 'US', 'state': 'NC', 'display_address': ['5200 New Bern Ave', 'Raleigh, NC 27610']}",19192122506,(919) 212-2506
2052,1894920,4092018058,JERRY'S GRILL,813 E Whitaker Mill RD ,RALEIGH,27608,19198327561,2019-02-21,21842,-78.62516193,35.8075542,M,ZPdf_MjVuSX0ot-thQkWSg,jerrys-grill-raleigh,Jerry's Grill,https://s3-media0.fl.yelpcdn.com/bphoto/dIe2qAu6Yt8K2ACD0kbJFQ/o.jpg,False,https://www.yelp.com/biz/jerrys-grill-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,19,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.0,"{'latitude': 35.8076248, 'longitude': -78.6251297}",['delivery'],$,"{'address1': '813 E Whitaker Mill Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27608', 'country': 'US', 'state': 'NC', 'display_address': ['813 E Whitaker Mill Rd', 'Raleigh, NC 27608']}",19198327561,(919) 832-7561
2053,1894921,4092016317,PDQ #506,6305 FALLS OF NEUSE RD ,RALEIGH,27615,19198031171,2012-12-07,21880,-78.62139862,35.86883928,M,c4p9-V_B_NBp1qeHayg15Q,pdq-raleigh-raleigh,PDQ Raleigh,https://s3-media0.fl.yelpcdn.com/bphoto/QfU-Z8A8VJCkRnXoYcVpAw/o.jpg,False,https://www.yelp.com/biz/pdq-raleigh-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,152,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,"{'latitude': 35.86884, 'longitude': -78.6214}",['delivery'],$,"{'address1': '6305 Falls Of Neuse Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27615', 'country': 'US', 'state': 'NC', 'display_address': ['6305 Falls Of Neuse Rd', 'Raleigh, NC 27615']}",19198031171,(919) 803-1171
2054,1894922,4092017497,TOBACCO ROAD,505 W JONES ST ,RALEIGH,27603,19193018793,2016-12-28,21889,-78.64644507,35.78205613,M,1TrvjaxETYeAHy1sigcjdw,tobacco-road-sports-cafe-and-brewery-raleigh,Tobacco Road Sports Cafe & Brewery,https://s3-media0.fl.yelpcdn.com/bphoto/o7DNSTHIQRxXz7BDhaAGtQ/o.jpg,False,https://www.yelp.com/biz/tobacco-road-sports-cafe-and-brewery-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,142,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': 35.78258, 'longitude': -78.646449}",['delivery'],$$,"{'address1': '505 W Jones St', 'address2': None, 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['505 W Jones St', 'Raleigh, NC 27603']}",19193018793,(919) 301-8793
2055,1894925,4092012855,Buffaloe Lanes - Cary,151 HIGH HOUSE RD ,CARY,27511-6715,19194688684,1998-12-31,21903,-78.79635288,35.78232583,M,0DBsLWhwkvtXDLfP5hrcmA,buffaloe-lanes-family-bowling-center-cary-cary,Buffaloe Lanes Family Bowling Center - Cary,https://s3-media0.fl.yelpcdn.com/bphoto/oKsQHECfEhBNTrIiQl_Jbw/o.jpg,False,https://www.yelp.com/biz/buffaloe-lanes-family-bowling-center-cary-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,32,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'arcades', 'title': 'Arcades'}]",3.5,"{'latitude': 35.78204, 'longitude': -78.7968}",[],,"{'address1': '151 High House Rd', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['151 High House Rd', 'Cary, NC 27511']}",19194688684,(919) 468-8684
2056,1894926,4092011977,Honeybaked Ham Company,423 CROSSROADS BLVD ,CARY,27511-6896,19198541222,1996-11-22,21905,-78.73871452,35.76064286,M,7bLQI-5ucGVU_I-dgiFsjA,honey-baked-ham-company-cary,Honey Baked Ham Company,https://s3-media0.fl.yelpcdn.com/bphoto/59BqPQli-X8r3Efy5XnXKQ/o.jpg,False,https://www.yelp.com/biz/honey-baked-ham-company-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,23,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",3.0,"{'latitude': 35.7603926, 'longitude': -78.7357843}",['delivery'],$$,"{'address1': '423 Crossroads Blvd', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27518', 'country': 'US', 'state': 'NC', 'display_address': ['423 Crossroads Blvd', 'Cary, NC 27518']}",19198541222,(919) 854-1222
2057,1894927,4092012219,Thai Villa Restaurant,1319 BUCK JONES RD ,RALEIGH,27606-3328,19194629010,1998-04-13,21908,-78.74231056,35.76486034,M,bOQLn6UXeqLPhj5VYR2KQw,thai-villa-raleigh,Thai Villa,https://s3-media0.fl.yelpcdn.com/bphoto/ZGkHPn6Dql-SoDf95LcttQ/o.jpg,False,https://www.yelp.com/biz/thai-villa-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,180,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 35.7645747208655, 'longitude': -78.7421581269837}",['delivery'],$$,"{'address1': '1319 Buck Jones Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27606', 'country': 'US', 'state': 'NC', 'display_address': ['1319 Buck Jones Rd', 'Raleigh, NC 27606']}",19194629010,(919) 462-9010
2058,1894930,4092016987,CARLIE C'S DELI #810,506 W GANNON AVE ,ZEBULON,27579,19192694111,2015-07-24,21942,-78.3247251,35.82139459,M,-xdmQ8Jp5RH_2epaNMCOww,piggly-wiggly-zebulon-2,Piggly Wiggly,https://s3-media0.fl.yelpcdn.com/bphoto/jyiwxW0UzIDavTSQeQNGlA/o.jpg,False,https://www.yelp.com/biz/piggly-wiggly-zebulon-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,1,"[{'alias': 'grocery', 'title': 'Grocery'}]",3.0,"{'latitude': 35.821395, 'longitude': -78.324725}",[],,"{'address1': '506 W Gannon Ave', 'address2': '', 'address3': '', 'city': 'Zebulon', 'zip_code': '27597', 'country': 'US', 'state': 'NC', 'display_address': ['506 W Gannon Ave', 'Zebulon, NC 27597']}",19192694111,(919) 269-4111
2060,1894931,4092016596,MARCO'S PIZZA #8188,3625 ROGERS RD ,WAKE FOREST,27587,19195706006,2013-12-30,21946,-78.50332286,35.94521036,M,Ll46SINGMQPij61k274FZQ,marcos-pizza-wake-forest,Marco's Pizza,https://s3-media0.fl.yelpcdn.com/bphoto/Ar7ooJmO1SxAFUfyRiVDnw/o.jpg,False,https://www.yelp.com/biz/marcos-pizza-wake-forest?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,29,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 35.9452109262325, 'longitude': -78.5033229365945}",['delivery'],$,"{'address1': '3625 Rogers Rd', 'address2': '', 'address3': '', 'city': 'Wake Forest', 'zip_code': '27587', 'country': 'US', 'state': 'NC', 'display_address': ['3625 Rogers Rd', 'Wake Forest, NC 27587']}",19195706006,(919) 570-6006
2061,1894933,4092017642,Dan Sushi Hibachi,1313 N Main ST ,FUQUAY-VARINA,27526,19195778000,2017-07-13,21960,-78.77762782,35.59227955,M,dIdDSpGpH1odqUZqQJZOTQ,dan-sushi-and-hibachi-fuquay-varina,Dan Sushi & Hibachi,https://s3-media0.fl.yelpcdn.com/bphoto/XOWpYbUGkCQEvnRAM_yOjg/o.jpg,False,https://www.yelp.com/biz/dan-sushi-and-hibachi-fuquay-varina?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,96,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 35.5919749, 'longitude': -78.7775623}",['delivery'],$,"{'address1': '1313 N Main St', 'address2': '', 'address3': None, 'city': 'Fuquay-Varina', 'zip_code': '27526', 'country': 'US', 'state': 'NC', 'display_address': ['1313 N Main St', 'Fuquay-Varina, NC 27526']}",19195778000,(919) 577-8000
2063,1894934,4092017169,THE PROVINCIAL,119 N SALEM ST ,APEX,27502,19193725921,2016-03-02,21961,-78.85138015,35.73144128,M,AN-XE8Whw_ZyCxmqXsuCpw,the-provincial-apex,The Provincial,https://s3-media0.fl.yelpcdn.com/bphoto/npgPy3g8_vVaqMYeLdGVgQ/o.jpg,False,https://www.yelp.com/biz/the-provincial-apex?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,187,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 35.73131, 'longitude': -78.85147}",['delivery'],$$,"{'address1': '119 N Salem St', 'address2': '', 'address3': '', 'city': 'Apex', 'zip_code': '27502', 'country': 'US', 'state': 'NC', 'display_address': ['119 N Salem St', 'Apex, NC 27502']}",19193725921,(919) 372-5921
2064,1894935,4092017991,APPLEBEE'S GRILL & BAR,8701 Brier Creek Pky,RALEIGH,27617,19195449771,2018-12-12,21970,-78.78741928,35.90296393,M,57v8o9wNTZXqhpkaIOrkEg,applebees-grill-bar-raleigh-3,Applebee's Grill + Bar,https://s3-media0.fl.yelpcdn.com/bphoto/mcH42lCjCoqFRErEmkbEQA/o.jpg,False,https://www.yelp.com/biz/applebees-grill-bar-raleigh-3?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,98,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,"{'latitude': 35.903152, 'longitude': -78.787329}","['pickup', 'delivery']",$$,"{'address1': '8701 Brier Creek Pkwy', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27617', 'country': 'US', 'state': 'NC', 'display_address': ['8701 Brier Creek Pkwy', 'Raleigh, NC 27617']}",19195449771,(919) 544-9771
2065,1894936,4092017257,BRIGS AT THE FOREST,12338 WAKE UNION CHURCH RD ,WAKE FOREST,27587,19195568422,2016-07-12,21977,-78.54195397,35.98159422,M,mNHtLwc_wRCPl3PIpdS5aQ,brigs-of-wake-forest-wake-forest-4,Brigs of Wake Forest,https://s3-media0.fl.yelpcdn.com/bphoto/MWoflHLQOjkOunsWvhWs6Q/o.jpg,False,https://www.yelp.com/biz/brigs-of-wake-forest-wake-forest-4?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,131,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 35.9815940856934, 'longitude': -78.5419540405273}",['delivery'],$$,"{'address1': '12338 Wake Union Church Rd', 'address2': '', 'address3': '', 'city': 'Wake Forest', 'zip_code': '27587', 'country': 'US', 'state': 'NC', 'display_address': ['12338 Wake Union Church Rd', 'Wake Forest, NC 27587']}",19195568422,(919) 556-8422
2066,1894938,4092018581,Wendy's,790 W Williams ST ,APEX,27502,19193679483,2021-03-23,21980,-78.86423063,35.73836329,M,L_kccaHSRAayKgvzoFe68w,wendys-apex,Wendy's,https://s3-media0.fl.yelpcdn.com/bphoto/gr-hbco-2yIlN1oefVd9cg/o.jpg,False,https://www.yelp.com/biz/wendys-apex?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,20,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,"{'latitude': 35.738352, 'longitude': -78.864126}",['delivery'],$,"{'address1': '790 W. Williams Street', 'address2': '', 'address3': '', 'city': 'Apex', 'zip_code': '27502', 'country': 'US', 'state': 'NC', 'display_address': ['790 W. Williams Street', 'Apex, NC 27502']}",19193679483,(919) 367-9483
2067,1894940,4092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,CARY,27511,19196783449,2014-09-05,21981,-78.783798,35.75917392,M,1z6z4FtwR73Kqdruwga9bQ,totopos-street-food-and-tequila-cary-2,Totopos Street Food And Tequila,https://s3-media0.fl.yelpcdn.com/bphoto/d1MNDST923S0UjnQyapiBA/o.jpg,False,https://www.yelp.com/biz/totopos-street-food-and-tequila-cary-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,602,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 35.759174, 'longitude': -78.783798}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '1388 Kildaire Farm Rd', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['1388 Kildaire Farm Rd', 'Cary, NC 27511']}",19196783449,(919) 678-3449
2068,1894948,4092018651,Nail Kitchen,1100 Mercantile DR ,RALEIGH,27609,19199007973,2021-06-09,22011,-78.62082753,35.82131925,M,ECCzS_CgbO7YMQE1amOejA,nail-kitchen-raleigh,Nail Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/VqkE3__Y8uAGEIaEFBVsTA/o.jpg,False,https://www.yelp.com/biz/nail-kitchen-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,24,"[{'alias': 'othersalons', 'title': 'Nail Salons'}]",4.0,"{'latitude': 35.821579, 'longitude': -78.622642}",[],$$,"{'address1': '1100 Mercantile Dr', 'address2': 'Ste 110', 'address3': '', 'city': 'Raleigh', 'zip_code': '27609', 'country': 'US', 'state': 'NC', 'display_address': ['1100 Mercantile Dr', 'Ste 110', 'Raleigh, NC 27609']}",19199007973,(919) 900-7973
2069,1894950,4092018723,JM Peak Plaza #3080 ,1761 NC-55 HWY ,APEX,27523,19193636453,2021-10-13,22005,0.0,0.0,U,Wnl6oiz7ZrrMvqaomCtYqQ,jersey-mikes-subs-apex-3,Jersey Mike's Subs,https://s3-media0.fl.yelpcdn.com/bphoto/GqdVkvCS_hRwT-kssulHQA/o.jpg,False,https://www.yelp.com/biz/jersey-mikes-subs-apex-3?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,18,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]",3.0,"{'latitude': 35.758965, 'longitude': -78.877191}","['delivery', 'pickup']",$$,"{'address1': '1761 Highway 55', 'address2': '', 'address3': '', 'city': 'Apex', 'zip_code': '27523', 'country': 'US', 'state': 'NC', 'display_address': ['1761 Highway 55', 'Apex, NC 27523']}",19193636453,(919) 363-6453
2070,1894953,4092014990,Texas Roadhouse #294,11440 Capital BLVD ,WAKE FOREST,27587,19195692119,2007-10-24,22032,-78.54034204,35.95645938,M,9MG2xFTWjDT_hqBtFE3mdw,texas-roadhouse-wake-forest-2,Texas Roadhouse,https://s3-media0.fl.yelpcdn.com/bphoto/TrV6i_qu8mcrLURjRhaaag/o.jpg,False,https://www.yelp.com/biz/texas-roadhouse-wake-forest-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,221,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 35.956478, 'longitude': -78.540342}",[],$$,"{'address1': '11440 Capital Blvd', 'address2': '', 'address3': '', 'city': 'Wake Forest', 'zip_code': '27587', 'country': 'US', 'state': 'NC', 'display_address': ['11440 Capital Blvd', 'Wake Forest, NC 27587']}",19195692119,(919) 569-2119
2071,1894954,4092017655,THAI LOTUS,3450 KILDAIRE FARM RD ,CARY,27518,19842297333,2017-06-29,22037,-78.79652253,35.70711378,M,WWrNLp3p5SzSbcWsFI45Ug,thai-lotus-cary,Thai Lotus,https://s3-media0.fl.yelpcdn.com/bphoto/CBFIw39KtseWysD2830_7Q/o.jpg,False,https://www.yelp.com/biz/thai-lotus-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,145,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 35.7044891, 'longitude': -78.794754}","['pickup', 'delivery']",$$,"{'address1': '3450 Kildaire Farm Rd', 'address2': 'Ste 150', 'address3': '', 'city': 'Cary', 'zip_code': '27518', 'country': 'US', 'state': 'NC', 'display_address': ['3450 Kildaire Farm Rd', 'Ste 150', 'Cary, NC 27518']}",19842297333,(984) 229-7333
2072,1894955,4092018151,PEARL 88,3215 AVENT FERRY RD ,RALEIGH,27606-2720,19192338776,2019-08-13,22065,-78.69565606,35.76673883,M,ljqxEueK7fhAUgHYCbHVOQ,pearl-chinese-restaurant-raleigh,Pearl Chinese Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/ZQwP_X3IMqlYVs1xDvsGMQ/o.jpg,False,https://www.yelp.com/biz/pearl-chinese-restaurant-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,109,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'latitude': 35.7668262761724, 'longitude': -78.6949880926174}","['pickup', 'delivery']",$,"{'address1': '3215 Avent Ferry Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27606', 'country': 'US', 'state': 'NC', 'display_address': ['3215 Avent Ferry Rd', 'Raleigh, NC 27606']}",19192338776,(919) 233-8776
2073,1894958,4092014724,McDonald's #10148,141 Wakelon DR,ZEBULON,27597,19192696650,2006-10-09,22073,-78.31751158,35.83323615,M,be-bhT1XiQPOjjSvarig2w,mcdonalds-zebulon,McDonald's,https://s3-media0.fl.yelpcdn.com/bphoto/cg8i19K8zJpyjh8gs5giaw/o.jpg,False,https://www.yelp.com/biz/mcdonalds-zebulon?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,24,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 35.8334541320801, 'longitude': -78.3171997070312}",['delivery'],$,"{'address1': '141 Wakelon St', 'address2': '', 'address3': '', 'city': 'Zebulon', 'zip_code': '27597', 'country': 'US', 'state': 'NC', 'display_address': ['141 Wakelon St', 'Zebulon, NC 27597']}",19192696650,(919) 269-6650
