,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
3215,1894745,4092017461,AMORINO GELATO,137 E DAVIE ST ,RALEIGH,27601,(919) 239-4411,2016-11-15,20674,-78.63753225,35.77583605,M
3216,1894746,4092018045,Jersey Mike's #3009,2320-108 Bale ST ,RALEIGH,27609,(919) 878-7827,2019-01-30,20667,-78.62723763,35.812985,M
3217,1894747,4092018066,SULLIVANS STEAK HOUSE,410 GLENWOOD AVE ,RALEIGH,27603-1365,(919) 833-2888,2019-03-01,20680,-78.64672862,35.78564805,M
3219,1894749,4092012835,Mcdonald's #17721,900 US 64 HWY W ,APEX,27523,(919) 380-0906,1998-11-16,20710,-78.82150811,35.74450967,M
3221,1894751,4092018420,Your Pie,6320 CAPITAL BLVD,RALEIGH,27616,(984) 200-7304,2020-08-19,20777,-78.57847002,35.87073633,M
3223,1894753,4092016453,MCDONALDS #4997,1700 TRAWICK  RD ,RALEIGH,27604,(919) 231-6205,2013-06-24,20788,-78.57712928,35.79907875,M
3224,1894754,4092012102,CARRABBA'S ITALIAN GRILL #3420,4821 CAPITAL BLVD ,RALEIGH,27616-4483,(919) 871-0001,1997-08-18,20795,-78.58143515,35.8525397,M
3225,1894755,4092012980,The Sports Page Bar & Grill,835 N SMITHFIELD RD ,KNIGHTDALE,27545-7717,(919) 266-3130,1999-07-20,20800,-78.48796476,35.79576936,M
3226,1894756,4092011774,THE ROCKFORD,320 GLENWOOD AVE ,RALEIGH,27603,(919) 821-9020,1995-11-03,20826,-78.64712238,35.78474954,M
3227,1894757,4092011929,Las Margaritas,111 S WHITE ST,WAKE FOREST,27587-2739,(919) 556-8319,1996-09-13,20835,-78.50924596,35.9788861,M
3229,1894759,4092017241,TACOS ESTILO HIDALGO,748 E CHATHAM ST ,CARY,27511,(919) 465-1435,2016-06-15,20850,-78.76514155,35.79157241,M
3230,1894760,4092018356,Hyatt Place North Raleigh-Midtown Food Service,1105 Navaho DR ,RALEIGH,27609,(919) 877-9997,2020-04-27,20862,-78.62150293,35.82885298,M
3231,1894761,4092018428,Perry's Steakhouse,4509 CREEDMOOR RD,RALEIGH,27612,(919) 827-4158,2020-09-01,20864,-78.68316791,35.84275901,M
3232,1894762,4092015718,NEW WHITE OAK GRILL & LOUNGE,7901 WHITE OAK  RD ,GARNER,27529,(919) 779-0710,2010-09-30,20867,-78.57506068,35.6721705,M
3233,1894763,4092014790,Starbucks #10158,1904-101 NW Maynard RD ,CARY,27513,(919) 481-9124,2007-02-02,20871,-78.79592213,35.79878903,M
3234,1894764,4092017643,Texas Roadhouse #594,201 Grand Hill PL ,HOLLY SPRINGS,27540,(919) 577-1900,2017-07-13,20872,-78.8461589,35.66375444,M
3236,1894766,4092017889,Jimmy John's #3665,724 N Judd PKY ,FUQUAY-VARINA,27526,(919) 567-0954,2018-07-23,20883,-78.8065072,35.60098301,T
3237,1894767,4092016640,JASMIN BISTRO,1109 LEDSOME LN ,CARY,27511,(919) 469-1112,2014-02-28,20886,-78.74766614,35.76296438,M
3238,1894768,4092017668,WILD WING CAFE #119,7900 Brier Creek PKY,RALEIGH,27617,(919) 957-2000,2017-08-22,20890,-78.78114795,35.9142133,M
3239,1894769,4092016912,Cappolla's Pizza & Grill,2462 Walnut ST ,CARY,27518,(919) 854-7777,2015-04-30,20891,-78.74427315,35.75323584,M
3240,1894770,4092018206,Ko-An,2800 RENAISSANCE PARK PL,CARY,27513,(919) 677-9229,2019-10-23,20892,-78.77263111,35.82860703,M
3241,1894771,4092015773,BEASLEY'S/CHUCK'S/FOX,237  S WILMINGTON ST ,RALEIGH,27601,(919) 322-0129,2011-07-20,20897,-78.63804141,35.77705691,M
3242,1894772,4092018724,Southern Flavors,84  Hanor LN ,Wendell,27591,(919) 625-7733,2021-10-20,20909,-78.37704073,35.79364277,M
3244,1894774,4092017794,Bottles & Cans,9954 Chapel Hill RD ,Cary,27513,(919) 907-0852,2018-01-31,20911,0.0,0.0,U
3245,1894775,4092018718,La Grassa Pastificio,908 NE MAYNARD RD,CARY,27513,,2021-10-05,20916,-78.76838489,35.80043169,M
3246,1894776,4092015266,THE FACTORY ICE HOUSE SNACK BAR,1839-200 S MAIN ST ,WAKE FOREST,27587,(919) 453-1500,2008-10-22,20948,-78.52816059,35.95204501,M
3247,1894777,4092014889,Sheetz #399,1600 Aviation PKY ,MORRISVILLE,27560,(919) 840-0466,2007-06-18,20957,-78.78941437,35.8696795,M
3248,1894778,4092017232,TAZZA KITCHEN - SCV,600 LEDGESTONE WAY ,CARY,27519,(919) 651-8281,2016-05-10,20964,-78.84859346,35.79156535,M
3249,1894779,4092016414,GARLAND,14 W MARTIN ST ,RALEIGH,27601,(919) 833-6886,2013-04-22,20968,-78.63980199,35.77713519,M
3250,1894780,4092016707,Hako Sushi,2603-155 GLENWOOD  AVE ,RALEIGH,27608,(919) 961-2807,2014-06-25,20969,-78.6604672,35.81647745,M
3252,1894782,4092015215,RALEIGH CONVENTION CENTER,500 S SALISBURY  ST ,RALEIGH,27601,(919) 996-8675,2008-09-02,20972,-78.64125822,35.77365136,M
3253,1894783,4092014976,Bruegger's Bagel Bakery #0701,8204-113 Tryon Woods DR ,CARY,27518,(919) 851-0906,2007-10-17,20973,-78.74169613,35.74700826,M
3254,1894784,4092014613,Fiesta Mexicana Restaurante,14460 New Falls Of Neuse Rd,RALEIGH,27614,(919) 453-1266,2006-05-22,20982,-78.54362008,35.94386602,M
3256,1894786,4092018125,Pizza Amore,103 N ARENDELL AVE,ZEBULON,27597-2601,(919) 646-0042,2019-07-02,20992,-78.31306375,35.82139737,M
3257,1894787,4092018269,Norse Brewing Company,203 BROOKS ST,WAKE FOREST,27587,(919) 554-4555,2019-12-16,21002,-78.5085161,35.97750697,M
3260,1894790,4092017726,Whole Foods Market #10611 Meat/Seafood,5055 Arco ST ,CARY,27519,(984) 228-0300,2017-11-03,21007,-78.88191924,35.83347908,M
3261,1894791,4092016686,ALPACA PERUVIAN CHARCOAL CHICKEN,9575 CHAPEL HILL  RD ,MORRISVILLE,27560,(919) 378-9259,2014-04-28,21008,-78.81120699,35.8045716,M
3262,1894792,4092017810,Cafe Capistrano,"8471   Garvey  St, Ste 113",RALEIGH,27616,(919) 872-1127,2018-03-23,21009,-78.56786149,35.89607573,M
3263,1894793,4092017229,CAFE SAGE @HOLIDAY INN CARY,5630 DILLARD DR ,CARY,27518,(919) 851-1220,2016-05-26,21013,-78.73628587,35.75553675,M
3267,1894797,4092015201,Tony's Pizza,8111 ROWLOCK  WAY ,RALEIGH,27613,(919) 571-3588,2008-08-21,21021,-78.73779144,35.88567273,M
3269,1894799,4092013400,Woodland Terrace Independent Living Foodservices,300 KILDAIRE WOODS DR ,CARY,27511-7708,(919) 465-0356,2001-09-05,21045,-78.7790102,35.76613538,M
3270,1894800,4092013574,Taco Bell #1872,6404 GLENWOOD AVE ,RALEIGH,27612-2620,(919) 787-9805,2002-05-10,21056,-78.70522304,35.85868466,M
3271,1894801,4092013636,Armadillo Grill,439 GLENWOOD AVE ,RALEIGH,27603-1219,(919) 546-0555,2002-07-16,21059,-78.6476584,35.78604393,M
3272,1894802,4092013798,Chili's Grill and Bar #867,115 Carillon Dr ,GARNER,27529,(919) 771-1700,2003-04-16,21073,-78.58321782,35.6933369,M
3275,1894805,4092013867,Chili's Grill And Bar #953,8341 Brier Creek Pky,RALEIGH,27617,(919) 405-7100,2003-07-25,21083,-78.78491152,35.90773733,M
3276,1894806,4092018291,Touchdown Sports Bar,3601 NEW BERN AVE,RALEIGH,27610,,2020-01-15,21084,-78.57987143,35.79679625,M
3280,1894810,4092018461,Olive Garden,8115 Brier Creek Pkwy,RALEIGH,27617,(919) 406-0183,2020-10-07,21091,-78.78356454,35.90992734,M
3282,1894812,4092014819,Rudino's Pizza & Grinders,2640 Timber DR,GARNER,27529,(919) 661-8008,2007-02-28,21094,-78.63679241,35.71604965,M
3283,1894813,4092010070,Bojangles # 3,1013 NEW BERN AVE ,RALEIGH,27601-1605,(919) 821-3735,1991-04-25,21105,-78.62299019,35.78024331,M
3285,1894815,4092010661,Side Street Restaurant,225 N Bloodworth St ,RALEIGH,27601-1105,(919) 828-4927,1991-04-29,21113,-78.63331201,35.78351455,M
3288,1894818,4092010133,Casa Carbone,6019-A Glenwood Ave ,RALEIGH,27612,(919) 781-8750,1991-05-03,21129,-78.70070149,35.85470632,M
3289,1894819,4092010975,Cup A Joe,3100 HILLSBOROUGH ST,RALEIGH,27607-5437,(919) 828-9665,1991-10-23,21197,-78.67755439,35.7900473,M
3290,1894820,4092011062,Char-Grill,4617 Atlantic Ave,RALEIGH,27604-8103,(919) 954-9556,1992-03-10,21205,-78.60292943,35.84801871,M
3291,1894821,4092014155,Subway #30454,7850-100 Alexander Promenade PL ,RALEIGH,27617,(919) 608-0919,2004-10-12,21161,-78.7803264,35.91259169,M
3292,1894822,4092014339,Chick-fil-A,1110 Beaver Creek Commons DR ,APEX ,27502,(919) 303-2377,2005-05-27,21262,-78.87405733,35.74592799,M
3293,1894823,4092017836,Market Hall,214 E. MARTIN STREET,RALEIGH,27601,(919) 624-2168,2018-05-07,21263,-78.63599541,35.77650911,M
3295,1894825,4092014464,Golden China Express ,4321 Falls of Neuse  RD ,RALEIGH,27609,(919) 877-9688,2006-01-04,21273,-78.61339277,35.84095998,M
3296,1894826,4092015711,D & S CAFETERIA,1177 BUCK JONES RD ,RALEIGH,27606,(919) 462-8404,2010-09-21,21275,-78.73934395,35.76696309,M
3297,1894827,4092011862,Zebulon BP Grill,603 W GANNON AVE,ZEBULON,27597-2511,(919) 231-1119,1996-04-25,21300,-78.32832184,35.81991083,M
3299,1894829,4092013091,Burger King #12979,3101 INTEGRITY DR ,GARNER,27529-8599,(919) 661-7718,2000-01-21,21337,-78.58225808,35.72489369,M
3301,1894831,4092018019,Domino's #5561,5950-103 Poyner Village PKY ,RALEIGH,27616,(984) 242-4471,2019-01-03,21347,-78.57016713,35.86511257,M
3302,1894832,4092016183,ASIAN BISTRO,1318 S MAIN ST ,WAKE FOREST,27587,(919) 435-8880,2012-05-08,21348,-78.51926224,35.96093216,M
3304,1894834,4092014958,Papa's Subs and Pizza,511 N Main ST ,HOLLY SPRINGS,27540,(919) 557-1919,2007-09-07,21350,-78.83687096,35.65966057,M
3306,1894836,4092018146,FLAVORS KITCHEN,4051 Davis DR ,MORRISVILLE,27560,(919) 388-9432,2019-08-02,21370,-78.85811603,35.8356265,M
3308,1894838,4092016800,PUBLIX #1466 DELI,1020 BRADFORD PLAZA WAY,CARY,27513,(919) 460-2082,2014-10-28,21378,-78.84558396,35.79325638,M
3309,1894839,4092013122,McDonald's #14342,3026 Capital BLVD ,RALEIGH,27604-3334,(919) 878-0701,2000-03-11,21390,-78.59113149,35.82041654,M
3310,1894840,4092017717,Panera Bread #1643,1100 Village Market PL ,Morrisville,27560,,2017-10-24,21398,-78.81334286,35.80607737,M
3311,1894841,4092018539,Joe Van Gogh Cedar West,3109 Poplarwood CT ,RALEIGH,27604,(703) 801-2266,2021-02-19,21404,-78.60554911,35.81700078,M
3312,1894842,4092015967,CHARLIE'S KABOBS #2,929 HERITAGE LAKE  RD ,WAKE FOREST,27587,(919) 453-6284,2011-05-24,21409,-78.50377701,35.94688449,M
3319,1894849,4092013502,Lowes Foods #184 (Deli),5400 Apex Peakway ,APEX,27502,(919) 363-5376,2002-01-08,21448,-78.86537597,35.73683859,M
3320,1894850,4092013568,Bob Evan's #427,8001 BRIER CREEK Pky,RALEIGH,27617-7596,(919) 806-3396,2002-04-17,21452,-78.78163087,35.91093015,M
3321,1894851,4092013613,Backyard Burgers #1130,13250 Strickland RD ,RALEIGH,27613,(919) 847-7098,2002-07-10,21460,-78.72644553,35.90762735,M
3322,1894852,4092013637,Tacos Mexico Restaurant,209 E Williams ST ,APEX,27502,(919) 362-8074,2002-08-12,21463,-78.85166433,35.72667689,M
3326,1894856,4092013834,Smithfield Chicken & Bar-B-Que,12504 Capital BLVD ,WAKE FOREST,27587,(919) 488-8388,2003-07-10,21482,-78.53382266,35.98666565,M
3328,1894858,4092015091,BRUEGGERS BAGELS #101,2231 AVENT FERRY RD ,RALEIGH,27616,(919) 828-1416,2008-04-03,21507,-78.67605091,35.77835817,M
3331,1894861,4092016882,CHICK-FIL-A #699,1803 N. HARRISON AVE.,CARY,27513,(919) 678-1444,2015-02-16,21515,-78.76967206,35.82932742,M
3332,1894862,4092016637,HIBERNIAN PUB,311 GLENWOOD AVE ,RALEIGH,27603,(919) 833-2258,2014-02-28,21520,-78.64755702,35.78473632,M
3333,1894863,4092018389,Five Star Restaurant,301 N WEST ST,RALEIGH,27603,(919) 833-3311,2020-06-24,21528,-78.64609455,35.78410736,M
3334,1894864,4092015973,MARCO'S PIZZA #8072,1141 FALLS RIVER AVE ,RALEIGH,27614,(919) 847-7775,2011-05-27,21529,-78.58877443,35.90718863,M
3335,1894865,4092015775,SIMPLY CREPES CAFE & CATERING,8470 HONEYCUTT RD ,RALEIGH,27615,(919) 322-2327,2011-07-14,21531,-78.62166097,35.89510574,M
3336,1894866,4092014805,Mizu Sushi Steak Seafood,10750 Wakefield Commons DR ,RALEIGH,27614,(919) 453-2875,2007-03-23,21534,-78.54123068,35.94195641,M
3338,1894868,4092017930,Lola's Beach Bar,1803 Glenwood Ave ,RALEIGH,27608,(984) 222-3674,2018-08-24,21550,-78.64642665,35.8047453,M
3339,1894869,4092017909,Taco Bell #34245,2304 Hillsborough ST ,RALEIGH,27607,(919) 803-7234,2018-08-08,21552,-78.66618308,35.78758054,M
3345,1894875,4092016711,El Lobo Mexican Restaurant,1301 East Broad Street,FUQUAY-VARINA,27526,(919) 557-9540,2014-06-25,21576,-78.77604319,35.59548799,M
3347,1894877,4092018371,Templeton of Cary,215 BRIGHTMORE DR,CARY,27518,(984) 200-3688,2020-06-05,21590,-78.77772922,35.7441046,M
3349,1894879,4092017092,CHICK-FIL-A #3448,7107 O'KELLY CHAPEL RD ,CARY,27519,(919) 466-9525,2015-11-17,21596,-78.88733312,35.84521706,M
3351,1894881,4092017254,THE CAPITAL GRILLE,4242 SIX FORKS RD ,RALEIGH,27609,(919) 787-3901,2016-06-27,21603,-78.64071469,35.83797961,M
3352,1894882,4092018079,Courtyard by Marriott Parkside Town Commons Food Service,1008 Parkside Main ST ,CARY,27519,(919) 659-1250,2019-03-21,21606,-78.88576102,35.84626616,M
3353,1894883,4092017468,AROMA KOREA,160 NE MAYNARD  RD ,CARY,27513,(919) 650-2696,2016-12-07,21609,-78.78042873,35.80237018,M
3355,1894885,4092012065,Mayflower Seafood Restaurant,3301 Capital BLVD ,RALEIGH,27604-3339,(919) 875-9007,1997-04-30,21626,-78.58813581,35.82461176,M
3357,1894887,4092017928,Starbucks #53826,11720 Retail DR ,WAKE FOREST,27587,(919) 906-3618,2018-08-13,21648,-78.5434927,35.96629568,M
3359,1894889,4092018621,Chick-Fil-A,8901 BRIER CREEK PKWY,RALEIGH,27617,,2021-05-12,21653,-78.79049975,35.901065,M
3361,1894891,4092014501,Subway #1479,7494 Creedmoor RD,RALEIGH,27613,(919) 846-8161,2006-02-14,21663,-78.67820041,35.88787167,M
3362,1894892,4092018271,Marco's Pizza 8533,5621 ATLANTIC AVE,RALEIGH,27615,(919) 916-1500,2019-12-10,21665,-78.60018528,35.86223865,M
3363,1894893,4092016141,PANERA BREAD #1656,8511 COLONNADE CENTER DR ,RALEIGH,27615,(919) 861-9300,2012-03-26,21670,-78.65023656,35.89889154,M
3365,1894895,4092017975,Asia Express,1040-128 Forestville RD ,WAKE FOREST,27587,(919) 562-8988,2018-11-08,21668,-78.50675313,35.94513134,M
3366,1894896,4092018439,Jersey Mike's Subs,280  Meeting ST ,CARY,27518,(919) 233-0036,2020-09-09,21677,-78.74478781,35.75666346,M
3368,1894898,4092016358,SHEETZ #505,1895  S FRANKLIN ST ,WAKE FOREST,27587,(919) 556-6221,2013-01-30,21681,-78.50852547,35.95034245,M
3369,1894899,4092017150,ARBYS #6768,1500 E WILLIAMS ST ,APEX,27502,(919) 323-0295,2016-02-22,21687,-78.83904369,35.71089517,M
3370,1894900,4092018013,Local Oyster Bar,500 E Davie ST ,RALEIGH,27601,(303) 808-0701,2018-12-07,21689,-78.63206132,35.77487463,M
3371,1894901,4092018333,Manhattan Pizza,305 MATTHEWS DR,HOLLY SPRINGS,27540-4300,(919) 367-6667,2020-03-02,21696,-78.79440661,35.66435998,M
3372,1894902,4092016180,POOR BOY GENERAL STORE AND GRILL,5804  POOR BOY FARM RD ,KNIGHTDALE,27545,(919) 217-2500,2012-05-04,21703,-78.44826686,35.75699599,M
3374,1894904,4092017921,Vita Vite Midtown,200-130 Park at North Hills ST ,RALEIGH,27609,(919) 322-0649,2018-09-06,21721,-78.63780803,35.83639953,M
3375,1894905,4092016822,SUBWAY #11874,411 S Main ST ,ROLESVILLE,27571-9664,(919) 554-3511,2014-12-01,21722,-78.46634601,35.91624751,T
3376,1894906,4092016033,SEAN'S SHACK,2840 E MILLBROOK RD ,RALEIGH,27604,(919) 872-6669,2011-10-19,21731,-78.58383444,35.84907372,M
3377,1894907,4092014045,Chinatown Express,5800 Duraleigh Rd ,RALEIGH,27612,,2004-04-28,21741,-78.7119026,35.85735834,M
3378,1894908,4092014199,Starbucks,7854 Alexander Promenade PL ,RALEIGH,27617,(919) 957-9587,2004-12-02,21755,-78.77695631,35.91424375,M
3380,1894910,4092018661,Woody's Sports Tavern & GRill,3107 Grace Park DR ,MORRISVILLE,27560,(373) 650-3177,2021-06-25,21776,-78.84652326,35.82111262,M
3381,1894911,4092014071,Wang's Kitchen,1030-109 N Rogers Ln ,RALEIGH,27610,(919) 792-0788,2004-06-18,21746,-78.54967347,35.79198567,M
3382,1894912,4092015933,PORT CITY JAVA VET SCHOOL,1052 WILLIAM MOORE  DR ,RALEIGH,27606,(919) 513-3226,2011-04-12,21798,-78.70038996,35.79759694,M
3383,1894913,4092017121,Cristina's Italian Kitchen,7144 KNIGHTDALE BLVD ,KNIGHTDALE,27545,(919) 373-8922,2015-12-30,21800,-78.48874912,35.79711938,M
3385,1894915,4092017905,Scratch Kitchen and Taproom,225 N Salem ST ,APEX,27502,(919) 372-5365,2018-08-22,21820,-78.8508764,35.73263171,M
3386,1894916,4092016527,STARBUCKS TARGET #1104,2700 TIMBER DR ,GARNER,27529,(919) 772-9065,2013-10-08,21823,-78.6384816,35.71532719,M
3387,1894917,4092012824,Wang's Kitchen,1601-41 CROSS LINK RD ,RALEIGH,27610-4186,(919) 832-0706,1998-10-21,21832,-78.61376,35.75438832,M
3388,1894918,4092014354,Sheetz #371,5200 New bern AVE ,RALEIGH,27610,(919) 212-2506,2005-07-20,21869,-78.54858725,35.79321013,M
3390,1894920,4092018058,JERRY'S GRILL,813 E Whitaker Mill RD ,RALEIGH,27608,(919) 832-7561,2019-02-21,21842,-78.62516193,35.8075542,M
3391,1894921,4092016317,PDQ #506,6305 FALLS OF NEUSE RD ,RALEIGH,27615,(919) 803-1171,2012-12-07,21880,-78.62139862,35.86883928,M
3392,1894922,4092017497,TOBACCO ROAD,505 W JONES ST ,RALEIGH,27603,(919) 301-8793,2016-12-28,21889,-78.64644507,35.78205613,M
3393,1894923,4092018570,Wendy's #1341,4750 Capital BLVD ,RALEIGH,27616,(919) 976-9228,2021-03-23,21898,-78.57990167,35.85030189,M
3395,1894925,4092012855,Buffaloe Lanes - Cary,151 HIGH HOUSE RD ,CARY,27511-6715,(919) 468-8684,1998-12-31,21903,-78.79635288,35.78232583,M
3396,1894926,4092011977,Honeybaked Ham Company,423 CROSSROADS BLVD ,CARY,27511-6896,(919) 854-1222,1996-11-22,21905,-78.73871452,35.76064286,M
3397,1894927,4092012219,Thai Villa Restaurant,1319 BUCK JONES RD ,RALEIGH,27606-3328,(919) 462-9010,1998-04-13,21908,-78.74231056,35.76486034,M
3400,1894930,4092016987,CARLIE C'S DELI #810,506 W GANNON AVE ,ZEBULON,27579,(919) 269-4111,2015-07-24,21942,-78.3247251,35.82139459,M
3401,1894931,4092016596,MARCO'S PIZZA #8188,3625 ROGERS RD ,WAKE FOREST,27587,(919) 570-6006,2013-12-30,21946,-78.50332286,35.94521036,M
3403,1894933,4092017642,Dan Sushi Hibachi,1313 N Main ST ,FUQUAY-VARINA,27526,(919) 577-8000,2017-07-13,21960,-78.77762782,35.59227955,M
3404,1894934,4092017169,THE PROVINCIAL,119 N SALEM ST ,APEX,27502,(919) 372-5921,2016-03-02,21961,-78.85138015,35.73144128,M
3405,1894935,4092017991,APPLEBEE'S GRILL & BAR,8701 Brier Creek Pky,RALEIGH,27617,(919) 544-9771,2018-12-12,21970,-78.78741928,35.90296393,M
3406,1894936,4092017257,BRIGS AT THE FOREST,12338 WAKE UNION CHURCH RD ,WAKE FOREST,27587,(919) 556-8422,2016-07-12,21977,-78.54195397,35.98159422,M
3408,1894938,4092018581,Wendy's,790 W Williams ST ,APEX,27502,(919) 367-9483,2021-03-23,21980,-78.86423063,35.73836329,M
3409,1894939,4092015068,Subway #40338,6209-128 Rock Quarry  RD ,RALEIGH,27610,(919) 773-4101,2008-02-20,21967,-78.54900696,35.72380299,M
3410,1894940,4092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,CARY,27511,(919) 678-3449,2014-09-05,21981,-78.783798,35.75917392,M
3414,1894944,4092016515,SUBWAY #54848 @ WALMART,1057 E BROAD ST ,FUQUAY VARINA,27526,(919) 522-0026,2013-09-24,21990,-78.7815933,35.59256046,M
3418,1894948,4092018651,Nail Kitchen,1100 Mercantile DR ,RALEIGH,27609,(919) 900-7973,2021-06-09,22011,-78.62082753,35.82131925,M
3419,1894949,4092015740,LA TAQUERIA,973 E BROAD ST ,FUQUAY VARINA,27526,(919) 455-5069,2010-10-18,22013,-78.78267467,35.59365948,M
3420,1894950,4092018723,JM Peak Plaza #3080 ,1761 NC-55 HWY ,APEX,27523,(919) 363-6453,2021-10-13,22005,0.0,0.0,U
3422,1894952,4092017633,CRISTO'S BISTRO,5217 SUNSET LAKE RD ,HOLLY SPRINGS,27540,,2017-06-30,22027,-78.79652372,35.66680054,M
3423,1894953,4092014990,Texas Roadhouse #294,11440 Capital BLVD ,WAKE FOREST,27587,(919) 569-2119,2007-10-24,22032,-78.54034204,35.95645938,M
3424,1894954,4092017655,THAI LOTUS,3450 KILDAIRE FARM RD ,CARY,27518,(984) 229-7333,2017-06-29,22037,-78.79652253,35.70711378,M
3425,1894955,4092018151,PEARL 88,3215 AVENT FERRY RD ,RALEIGH,27606-2720,(919) 233-8776,2019-08-13,22065,-78.69565606,35.76673883,M
3426,1894956,4092018395,Demario's,1155  Timber Dr E ,GARNER,27529,(919) 605-5591,2020-07-01,22072,-78.57703897,35.68905989,T
3428,1894958,4092014724,McDonald's #10148,141 Wakelon DR,ZEBULON,27597,(919) 269-6650,2006-10-09,22073,-78.31751158,35.83323615,M
3429,1894959,4092016710,Waffle House #2052,2320 Dixie Forest Road,RALEIGH,27615,(919) 862-1905,2014-07-03,22085,-78.60008588,35.8628339,M
3430,1894960,4092015210,Moe's Southwest Grill #205,168 SHENSTONE BLVD ,GARNER,27529,(919) 779-0311,2008-07-21,22086,-78.58054205,35.69110315,M
3431,1894961,4092017839,Alpaca Peruvian Charcoal Chicken,8211-107 Brier Creek PKY ,RALEIGH,27615,(919) 278-7724,2018-04-16,22084,-78.78492872,35.90933401,M
3434,1894964,4092018189,DUNKIN' DONUTS BASKIN ROBBINS #344346,3570 DAVIS DR ,MORRISVILLE,27560,(919) 469-4788,2019-09-27,22103,-78.84694048,35.81804247,M
3435,1894965,4092014908,Cisco Systems Building 10 Stillwater Cafe,7200-10 Kit Creek RD ,RTP,27709,(919) 699-9574 ext. 6109,2007-07-06,22109,0.0,0.0,U
3436,1894966,4092018507,Spices Hut,10210 GREEN LEVEL CHURCH RD,CARY,27519,(919) 377-2226,2020-12-19,22110,-78.90165372,35.82321633,M
3438,1894968,4092016866,AWAZ'E ETHIOPIAN/ERITREAN CUISINE,904 NE MAYNARD RD ,CARY,27513,(919) 377-2599,2015-02-05,22121,-78.76838489,35.80043169,M
3439,1894969,4092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,CARY,27513,(919) 468-7229,2014-01-21,22126,-78.81615412,35.79989381,M
3440,1894970,4092018191,Burger Fi RDU,2400 JOHN BRANTLEY BLVD,MORRISVILLE,27560,,2019-10-01,22129,-78.78941437,35.8696795,M
3441,1894971,4092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,WAKE FOREST,27587,(919) 562-5700,2012-07-09,22139,-78.4951784,35.96732914,M
3447,1894977,4092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,APEX,27523-9315,(919) 363-8885,2016-10-04,22190,-78.87770701,35.75964934,M
3448,1894978,4092015485,AVIATOR BREWING TAP HOUSE,600 E BROAD ST ,FUQUAY VARINA,27526,(919) 552-8826,2009-10-07,22203,-78.79392899,35.59279145,M
3449,1894979,4092016569,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR ,WAKE FOREST,27587,(919) 870-4980,2013-08-19,22204,-78.69147726,35.99120973,M
3451,1894981,4092017998,Applebee's Grill & Bar,6609 Knightdale BLVD ,KNIGHTDALE,27545,(919) 266-5939,2018-12-13,22211,-78.50745317,35.79704031,M
3452,1894982,4092016945,PANERA #1806,1004 PARKSIDE MAIN ST ,CARY,27519,(919) 337-0020,2015-06-04,22213,-78.88643041,35.84618552,M
3453,1894983,4092015821,Lin's Garden,1318 S MAIN ST ,WAKE FOREST,27587,(919) 556-8066,2010-11-16,22226,-78.51926224,35.96093216,M
3456,1894986,4092018600,Mirchi's Indian Kitchen,328 SEMBLER LN,CARY,27519,(919) 650-3007,2021-04-06,22244,-78.90353469,35.82487418,M
3457,1894987,4092014840,KFC/Long John Silvers # J120031,7040 Knightdale BLVD ,KNIGHTDALE,27609,(919) 266-4096,2007-04-05,22254,-78.49327225,35.79797229,M
